Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
   [6] rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, bool) [11] Eigen::ComputationInfo Eigen::internal::computeFromTridiagonal_impl<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, long long, bool, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&) [68] void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&)
   [5] Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [21] Eigen::internal::general_matrix_vector_product<long long, std::complex<double>, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 1>, 1, false, std::complex<double>, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 0>, true, 0>::run(long long, long long, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 1> const&, Eigen::internal::const_blas_data_mapper<std::complex<double>, long long, 0> const&, std::complex<double>*, long long, std::complex<double>) [266] void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [51] rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [25] Eigen::internal::selfadjoint_matrix_vector_product<std::complex<double>, long long, 0, 1, false, false, 0>::run(long long, std::complex<double> const*, long long, std::complex<double> const*, std::complex<double>*, std::complex<double>) [283] void std::vector<Param*, std::allocator<Param*> >::_M_realloc_insert<Param*>(__gnu_cxx::__normal_iterator<Param**, std::vector<Param*, std::allocator<Param*> > >, Param*&&)
 [291] rotation_axis_lab(Vecteur3D const&, double, double, double) [19] Eigen::internal::selfadjoint_rank2_update_selector<std::complex<double>, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false>, 1>::run(std::complex<double>*, long long, Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> const&, Eigen::Block<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, -1, 1, false> const&, std::complex<double> const&) [276] void std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > >::_M_realloc_insert<std::pair<Internal_state*, double> const&>(__gnu_cxx::__normal_iterator<std::pair<Internal_state*, double>*, std::vector<std::pair<Internal_state*, double>, std::allocator<std::pair<Internal_state*, double> > > >, std::pair<Internal_state*, double> const&)
 [241] rotation_lab_axis(Vecteur3D const&, double, double, double) [14] void Eigen::internal::tridiagonalization_inplace_selector<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, true>::run<Eigen::Matrix<double, -1, 1, 0, -1, 1>, Eigen::Matrix<double, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&, bool) [284] void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  [27] atan2_approximation(float, float) [238] void Eigen::internal::evaluateProductBlockingSizesHeuristic<std::complex<double>, std::complex<double>, 1, long long>(long long&, long long&, long long&, long long) [287] std::__cxx11::_List_base<DataCards::Card, std::allocator<DataCards::Card> >::_M_clear()
  [15] rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&) [288] Field::Field(Field const&) [300] std::__cxx11::_List_base<DataCards::CrdPF, std::allocator<DataCards::CrdPF> >::_M_clear()
 [292] initialisation_Gamma(std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [289] Field::Field() [260] std::pair<std::_Rb_tree_iterator<std::pair<double const, double> >, bool> std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_emplace_unique<std::pair<double, double> >(std::pair<double, double>&&)
 [293] initialisation_proba(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Internal_state, std::allocator<Internal_state> > const&) [262] Laser::read_Spectrum(char const*) [261] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  [35] effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [263] Laser::read_Intensity(char const*) [29] operator/(Vecteur3D const&, double)
 [294] save_random_generator(gsl_rng*, char const*) [252] Laser::Laser(Laser const&) [301] operator<<(std::ostream&, DataCards)
 [265] void add_acc_N_body_Coulomb<Molecule>(std::vector<Molecule, std::allocator<Molecule> > const&, Vecteur3D*, int) [264] Laser::Laser() [239] operator-(Vecteur3D const&, Vecteur3D const&)
   [4] calcul_rates_molecules(std::vector<Internal_state, std::allocator<Internal_state> >&, MC_algorithmes, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, int, int, FitParams&) [247] Laser::~Laser() [245] operator*(Vecteur3D const&, Vecteur3D const&)
 [269] tirage_random_discrete(gsl_rng const*, std::vector<double, std::allocator<double> > const&, int, double&) [251] Laser::~Laser() [30] operator*(Vecteur3D const&, double)
  [66] initialisation_trans_mol(char const*, char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [258] Molecule::Molecule() [237] operator*(double, Vecteur3D const&)
  [59] void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [234] Molecule::~Molecule() [236] operator+(Vecteur3D const&, Vecteur3D const&)
   [8] dipole_dot_Electric_Ffield(Vecteur3D const&, Vecteur3D const&, Vecteur3D const&, std::complex<double>&) [280] Molecule::operator=(Internal_state const&) [38] ___chkstk_ms
  [56] void evolve_step_Verlet_via_acc<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, int, double&, double) [259] DataCards::AppendCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9] __cosl_internal
 [242] intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [286] DataCards::DoReadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [17] __fentry__
  [23] rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, bool, int, int, int, double, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [267] DataCards::RemoveCard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10] __sinl_internal
  [31] Gamma_Level_from_diagonalized_dipole(std::vector<Internal_state, std::allocator<Internal_state> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, int) [274] DataCards::DParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, double) [39] __tcf_0
  [70] get_unit_vector_spontaneous_emission(gsl_rng const*, std::complex<double>*, Vecteur3D, int, FitParams&) [275] DataCards::HasKey(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1] __tcf_0
   [3] RePaint()             [282] DataCards::IParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, long) [12] _mcount_private
 [285] get_kin(Molecule const&) [272] DataCards::SParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [44] cexp
  [57] new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [297] DataCards::NbCards() [22] cos
 [295] Line_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [298] DataCards::DataCards(DataCards const&) [26] csqrt
 [277] read_Line(std::istream&, Internal_state&, Internal_state&, double&) [232] DataCards::DataCards(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [41] exp2l
 [278] Internal_state::read_Level__B(std::istream&) [299] FitParams::Scan_Param() [45] internal_modf (pow.def.h)
 [271] Internal_state::add_transition(Internal_state*, double) [60] FitParams::init_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46] memcpy
 [279] Internal_state::Einstein_desex_rate() [28] FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [47] memset
 [253] Internal_state::Grad_Energy_Shift_B(double, Vecteur3D) [64] FitParams::LocateOrAddParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [36] pow
 [254] Internal_state::Grad_Energy_Shift_E(double, Vecteur3D) [54] FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [20] sin
  [43] Internal_state::Internal_state(Internal_state const&) [62] FitParams::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [32] sincos
 [250] Internal_state::Internal_state() [281] Vecteur3D::gaussian_initialisation(gsl_rng const*, Vecteur3D) [7] <cycle 1>
 [233] Internal_state::~Internal_state() [256] Internal_state::is_equal(Internal_state const&) const
  [58] Internal_state::operator=(Internal_state const&) [34] void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const
