Profil plat :

Chaque échantillon compte pour 0.01 seconds.
  %    cumulatif   auto              auto     total           
temps   seconds   seconds   appels  s/appel  s/appel  nom     
                0.05    0.00 1019466/1019466     Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholderInPlace(std::complex<double>&, double&) [30]
[32]     0.4    0.05    0.00 1019466         void Eigen::MatrixBase<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false> >::makeHouseholder<Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1> >(Eigen::VectorBlock<Eigen::Block<Eigen::Block<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>, -1, 1, true>, -1, 1, false>, -1>&, std::complex<double>&, double&) const [32]
-----------------------------------------------
                0.01    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[33]     0.1    0.01    0.00  339822         effectif_dipole_local(std::complex<double> const*, Vecteur3D const&, Laser const&) [33]
                0.00    0.00  679644/68369995     atan2_approximation(float, float) [26]
                0.00    0.00  679644/102792748     operator/(Vecteur3D const&, double) [28]
-----------------------------------------------
                                                 <spontanés>
[34]     0.1    0.01    0.00                 exp [34]
-----------------------------------------------
                                                 <spontanés>
[35]     0.1    0.01    0.00                 exp2l [35]
-----------------------------------------------
                                                 <spontanés>
[36]     0.1    0.01    0.00                 internal_modf [36]
-----------------------------------------------
                                                 <spontanés>
[37]     0.1    0.01    0.00                 log2l [37]
-----------------------------------------------
                0.00    0.00   10962/824222      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.00    0.00   21924/824222      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.00    0.00   22960/824222      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [50]
                0.00    0.00   22960/824222      void add_acc_Charged_particles<Molecule>(std::vector<Molecule, std::allocator<Molecule> >&, Vecteur3D*, Field const&, Field const&, int) [51]
                0.00    0.00   65772/824222      Diagonalization(std::vector<Internal_state, std::allocator<Internal_state> >&, Molecule const&, Field const&, Field const&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [5]
                0.01    0.00  679644/824222      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[38]     0.1    0.01    0.00  824222         Field::get_Field(Vecteur3D const&) const [38]
-----------------------------------------------
                0.01    0.00  339822/339822      intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [40]
[39]     0.1    0.01    0.00  339822         Pseudo_Voigt(double, double, double) [39]
-----------------------------------------------
                0.00    0.01  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[40]     0.1    0.00    0.01  339822         intensity_Convolution_linewidth(double, double, double, double, int, int, double, double, FitParams&) [40]
                0.01    0.00  339822/339822      Pseudo_Voigt(double, double, double) [39]
-----------------------------------------------
                0.01    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[41]     0.1    0.01    0.00  339822         Laser::transmission_spectrum(double) const [41]
-----------------------------------------------
                                                 <spontanés>
[42]     0.1    0.01    0.00                 __tcf_0 [42]
-----------------------------------------------
                0.00    0.00  339822/339822      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[43]     0.0    0.00    0.00  339822         Laser::intensity_lab_axis(Vecteur3D const&) const [43]
                0.00    0.00 1019466/102792748     operator/(Vecteur3D const&, double) [28]
                0.00    0.00  339822/68369995     atan2_approximation(float, float) [26]
                0.00    0.00  339822/373744      operator-(Vecteur3D const&, Vecteur3D const&) [235]
                0.00    0.00  339822/339822      rotation_lab_axis(Vecteur3D const&, double, double, double) [238]
                0.00    0.00  339822/339822      Laser::intensity_repere_sur_waist(Vecteur3D const&) const [240]
-----------------------------------------------
                0.00    0.00     288/1245557     RePaint() [3]
                0.00    0.00  345303/1245557     Internal_state::operator=(Internal_state const&) [52]
                0.00    0.00  899966/1245557     Internal_state::Internal_state(Internal_state const&) [47]
[44]     0.0    0.00    0.00 1245557         Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
                0.00    0.00   10944/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00    1152/1152        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [260]
                0.00    0.00    1150/12113       Laser::~Laser() [249]
                0.00    0.00     576/576         Laser::Laser() [263]
                0.00    0.00     576/618         Laser::read_Spectrum(char const*) [261]
                0.00    0.00     576/576         Laser::read_Intensity(char const*) [262]
                0.00    0.00     574/11539       Laser::Laser(Laser const&) [250]
                0.00    0.00       2/2           void std::vector<Laser, std::allocator<Laser> >::_M_realloc_insert<Laser const&>(__gnu_cxx::__normal_iterator<Laser*, std::vector<Laser, std::allocator<Laser> > >, Laser const&) [292]
-----------------------------------------------
                0.00    0.00     288/288         RePaint() [3]
[45]     0.0    0.00    0.00     288         Init_Field(Field&, Field&, FitParams&, char const*, char const*) [45]
                0.00    0.00   10080/10080       FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00       1/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
-----------------------------------------------
                0.00    0.00   10080/10080       Init_Field(Field&, Field&, FitParams&, char const*, char const*) [45]
[46]     0.0    0.00    0.00   10080         FitParams::LocateOrAddNonConstParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00   10080/712253      FitParams::LocateParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
-----------------------------------------------
                0.00    0.00       2/899966      do_reaction(MC_algorithmes, gsl_rng const*, std::vector<double, std::allocator<double> > const&, std::vector<type_codage_react, std::allocator<type_codage_react> > const&, std::vector<Molecule, std::allocator<Molecule> >&, int, std::vector<Laser, std::allocator<Laser> > const&, double, std::basic_ofstream<char, std::char_traits<char> >&, bool, int&, FitParams&) [61]
                0.00    0.00      14/899966      Init_Molecule(gsl_rng const*, std::vector<Molecule, std::allocator<Molecule> >&, Field, Field, int, FitParams&, DataCards) [55]
                0.00    0.00      26/899966      Level_List(char const*, std::vector<Internal_state, std::allocator<Internal_state> >&, FitParams&) [58]
                0.00    0.00      37/899966      void std::vector<Internal_state, std::allocator<Internal_state> >::_M_realloc_insert<Internal_state const&>(__gnu_cxx::__normal_iterator<Internal_state*, std::vector<Internal_state, std::allocator<Internal_state> > >, Internal_state const&) [63]
                0.00    0.00      37/899966      void std::vector<Molecule, std::allocator<Molecule> >::_M_realloc_insert<Molecule const&>(__gnu_cxx::__normal_iterator<Molecule*, std::vector<Molecule, std::allocator<Molecule> > >, Molecule const&) [64]
                0.00    0.00     135/899966      void std::vector<type_codage_react, std::allocator<type_codage_react> >::_M_realloc_insert<type_codage_react const&>(__gnu_cxx::__normal_iterator<type_codage_react*, std::vector<type_codage_react, std::allocator<type_codage_react> > >, type_codage_react const&) [60]
                0.00    0.00   10962/899966      rates_molecule(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double, double&, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool) [6]
                0.00    0.00   11480/899966      new_acc(std::vector<Molecule, std::allocator<Molecule> >&, int, Field const&, Field const&, std::vector<Laser, std::allocator<Laser> > const&, double) [50]
                0.00    0.00   26199/899966      rates_molecule_spon(std::vector<Internal_state, std::allocator<Internal_state> >&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Molecule const&, Field const&, Field const&, int, FitParams&, Eigen::SelfAdjointEigenSolver<Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1> >&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>&, Eigen::Matrix<double, -1, -1, 0, -1, -1>*, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*) [14]
                0.00    0.00  267446/899966      rate_excitation(std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, Laser const&, std::vector<Molecule, std::allocator<Molecule> > const&, int, int, Vecteur3D, double, double, double, double, double, Field const&, Field const&, int, Internal_state, bool) [53]
                0.00    0.00  583628/899966      rates_single_molecule_laser_level(int, double, double&, double&, double&, double*, std::vector<Internal_state, std::allocator<Internal_state> >&, Internal_state&, Internal_state&, std::vector<type_codage_react, std::allocator<type_codage_react> >&, std::vector<double, std::allocator<double> >&, std::vector<Molecule, std::allocator<Molecule> > const&, int, Field const&, Field const&, Laser const&, double, double&, FitParams&, Eigen::Matrix<std::complex<double>, -1, -1, 0, -1, -1>*, bool, int, int, int, double) [27]
[47]     0.0    0.00    0.00  899966         Internal_state::Internal_state(Internal_state const&) [47]
                0.00    0.00  899966/1245557     Init_Laser(std::vector<Laser, std::allocator<Laser> >&, int, FitParams&, char const*, char const*) [44]
